KO_ID,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
GO:0033032,regulation of myeloid cell apoptotic process,0.492397869,1.217817873,0.229342327,0.37719154,1,7月15日,19.18%,KITLG;ANXA1;SELENOS;TCP1;PIK3CB;MIF-2;MIF
GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.358961746,1.217749383,0.158218126,0.37710105,1,24/71,22.28%,TUT7;DIS3;EXOSC6;AGO2;EXOSC8;MLH1;TOB1;CNOT7;CNOT2;DHX36;SAMD4B;POLR2G;EXOSC5;EDC3;NANOS3;NANOS3-2;CNOT1;SKIC3;EXOSC2;EXOSC9;DCP2;TNRC6A;RC3H1;HBS1L
GO:0050865,regulation of cell activation,-0.272006013,-1.217606916,0.056768559,0.374961501,1,73/399,11.88%,CCN2;CCL2;HLA-E-3;HMOX1;VSIR;CTSC;LDLR;THBS1;FOXF1;ERBB2;TNFRSF21;IRF1;STAT6;C1QTNF1;METTL3;IRS2;SDC4;LOXL3;TOX;SYT11;IL16;VAMP8;RNF41;IL6;BST1;CEBPB;CD47;HLX;MFHAS1;PCID2;CAPN3;RIPOR2;HLA-A-7;FGL2;DLG5;IL7R;STAT5B;HLA-E-7;HLA-E-6;HLA-E-2;GAS6;EBI3;CD4;LAG3;SHLD1;CD55;IL12A;HFE;LRRC32;SOCS1;SCRIB-2;BCL6;HLA-DMB-2;HLA-DMB-7;HLA-DMB-5;HLA-DMB-4;PRKCQ;HLA-F-4;HLA-F-5;GRN;TSLP;HLA-DPB1-3;THY1;DROSHA;NFKBIZ;MAP3K8;PDGFA;IL1RL2;GRB2;SHB;CCR7;JAK3;EFNB3
GO:2000300,regulation of synaptic vesicle exocytosis,0.405239303,1.217594513,0.18404908,0.377191729,1,19/37,33.68%,CSPG5;RAP1B;SYT1;CHRM2;APBA1;NLGN1;RAB3GAP1;RIMS1;GIT1;RAB5A;DVL1;CASK;RAP1A;NCS1;DGKI;RIMS2;PREPL;GRIN3A;BACE1
GO:0009612,response to mechanical stimulus,-0.30535839,-1.217265841,0.13,0.375190464,1,33/152,12.60%,COL3A1-2;SLC2A1;TNFRSF1A;COL11A1;GDF5;CITED2;HDAC4;IRF1;MAP3K14;BAG3;CNN2;CASP1;DCN;CASP8;CLCN6;ACTG1-2;ACTG1;LTBR;PPL;RIPOR2;MAPK14;KCNJ2;KIAA0319;GSN;USP53;ASIC3;TRPV4;FYN;PDZD7;PJVK;NFKB1;HABP4;ATP1A1
GO:0005686,U2 snRNP,0.454395105,1.217037327,0.208754209,0.3780494,1,12月21日,28.58%,SF3B2;SF3B5;HTATSF1;SF3A3;PHF5A;SNRPD2;U2SURP;SF3B1;SF3A1;SNRPB2;SNRPE;SNRPD3
GO:1901888,regulation of cell junction assembly,0.32029336,1.21692258,0.118549512,0.378070613,1,32/165,12.53%,MMP14;NRP1;TPBG-2;TPBG;CLDN1;RCC2-2;RCC2;IQGAP1;AMIGO2;LIMS1;RAP1B;SLITRK1;LRFN1;LRFN1-2;MAP4K4;FMN1;ABI3;NTNG2;ITGB1BP1;MECOM;SLITRK6;PTPRD;KDR;EPHB1;RUNX1;TJP1;NLGN1;EIF4G1;LRRN1;EPHB2;SNAI2;CLASP2
GO:0007162,negative regulation of cell adhesion,0.309246678,1.216905287,0.082767978,0.377864903,1,38/214,10.68%,MMP14;CD274;SERPINE1;SMAD7;CORO2B;PODXL;LPXN;SEMA5A;PLXNA2;RCC2-2;RCC2;UBASH3B;RDX;MAP4K4;RASA1;CASP3;GTPBP4;PLXNA4;ITGB1BP1;TNFSF18;MECOM;CBLL1;MET;ATP5F1B;TAF1;ANXA1;FXYD5;SH2B3;LGALS3;FZD7;CDH13;CD164;MAP2K5;NOTCH4-2;PAG1;RUNX1;KLF4;TNFSF4
GO:0043195,terminal bouton,-0.40606406,-1.216888357,0.203438395,0.375466588,1,9/33,16.30%,P2RX4;SYT11;CALB2-2;CALB2;CYFIP1-2;OPHN1;GRIK5;CPLX1;CYFIP1-3
GO:0051604,protein maturation,-0.29033299,-1.216669281,0.110294118,0.375465348,1,49/243,12.09%,C1R-2;C1R;VSIR;GALNT2;C1RL-2;C1RL;PYCARD;THBS1;F3;WFS1;CORIN;DHCR24;SERPINH1;CDK20;C2CD3;CREBBP;SNX12;TMEM59;PTCH1;CCBE1;CASP1;CIAO2B;LPCAT3;GAS1;FKRP;CASP8;PSEN2;CTSL;LMF1;AOPEP;NCSTN;CPZ;CASP4;TSPAN15;BAG2;MYH9;CLEC3B;PISD;GSN;ADAMTS2;TYSND1;TMEM98;CGB8;LGMN;NAA60;ECE1;CUZD1;TASP1;FKBP1B
GO:0098978,glutamatergic synapse,0.302550039,1.216356913,0.0875513,0.378729743,1,59/261,15.40%,NPTX1;ARHGAP22;ARPC2;ABLIM3;ATP2B1;CSPG5;ARPC5L;ATP2B4;SLITRK1;KPNA2;EIF4E;STAU1;NTNG2;SYT1;EIF4EBP1;CAMK4;HOMER1;GRIPAP1-2;DRP2;APBA1;SEPTIN11;SH3GL1;PPFIA3;C1QBP;PHB2;PTPRD;SLC30A3;KPNA1;LRRC4;PURA;EPS15;PPP1CA;PLCB1;EPHB1;NLGN1;CACNB4;RAB11A;PHB1;EPHB2;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;ADGRL3;LIN7C;PIN1;YWHAZ;PSD2;PPP1CC;PRR7;CTBP2;SHANK1;PRKAR2B;STX1A;GRIP1
GO:0007596,blood coagulation,0.313442164,1.216258523,0.105263158,0.378687633,1,29/200,8.46%,PLAU;FN1;SERPINE1;PLAUR;ITGA2;LMAN1;PABPC4;UBASH3B;AXL;ITPK1;ITPK1-2;PLAT;SERPINB2;C1QBP;PLA2G4A;AP3B1;THBD;LNPK;GATA2;HPS5;VAV2;F2RL1;F8;GNA15;TFPI;SH2B3;VKORC1;RAD51B;GNAI3
GO:0030217,T cell differentiation,0.319867455,1.216243828,0.112201964,0.378479043,1,39/170,16.02%,RPS6;PNP;SMAD7;PNP-2;DUSP10;TCF7;FOXP1;ADAM8;RELB;NCAPH2;DLL4;TNFSF18;MECOM;CAMK4;SART1;AP3B1;ANXA1;NKAP;FZD7;RAG1;NFATC2;SOS2;CHD7;RUNX2;RUNX1;TNFSF4;PRKCZ;ADA;LIG4;ZMIZ1;SP3;SOCS5;TMEM131L;RIPK2;PRR7;JMJD6;RHOA;LEPR;DOCK2
GO:0015868,purine ribonucleotide transport,0.452460416,1.216154066,0.234323432,0.378167973,1,6月21日,9.42%,LRRC8C;SLC25A5;LRRC8A;SLC25A6-2;SLC25A6;SLC19A1-2
GO:0051503,adenine nucleotide transport,0.452460416,1.216154066,0.234323432,0.378167973,1,6月21日,9.42%,LRRC8C;SLC25A5;LRRC8A;SLC25A6-2;SLC25A6;SLC19A1-2
GO:0045296,cadherin binding,0.299700683,1.216088072,0.092140921,0.378068236,1,93/271,19.21%,ITGA6;TBC1D2;EIF5;KRT18;RPL15;ANLN;CKAP5;PKN2;HSP90AB1;CCNB2;RANBP1;EHD4;RDX;ARHGAP18;ITGB1;STK24;BZW1;RPL7A-2;RPL7A;RPL29;ARHGAP1;CDH2;RPS2;RPS2-2;H1-10;OLA1;BAIAP2;DHX29;SH3GL1;EIF2A;PLCB3;AHSA1;MRTFB;AFDN;SEPTIN2;EGFR;PICALM;FXYD5;KTN1;OBSCN;RSL1D1;KDR;CCT8;CCT8-2;EPS15;CDH13;PPP1CA;GLOD4;TJP2;CTNNAL1;PPFIBP1;MPP7;RPL14;ABCF3;SNX2;DDX3X;ABI1;NOP56;TJP1;MRE11;NUDC;RAB1A;CDH24;USO1;ATXN2L;JUP;FLNB;TMPO;LOC112694756;CIP2A;YWHAZ;SNX9;MAPRE1;EEF1D-2;VAPA;RACK1;LRRFIP1;EIF2S3;PAICS;NUMB;EPS8L2;STX5;SLK;ARVCF;HNRNPK;PSMB6;TWF2;SFN;DBNL;RARS1;SNX5;ZC3HAV1;PCMT1
GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",-0.317517588,-1.215829542,0.160606061,0.376474652,1,26/116,15.76%,AKR1C1;GCLM;PGD;AKR1C3;G6PD;PTGR1;HSD17B2;AKR1B1;ADH5;HSD17B7;RDH10;DHRS3;DHRS4-2;FASN;RDH13-3;SPR;SORD;BDH2;EHHADH;DHRS4L2;CYP27A1;DHRS13;DHRS4;GMPR2-2;GMPR2;AKR1C2
GO:0043903,regulation of biological process involved in symbiotic interaction,-0.344484414,-1.215020569,0.173134328,0.377429583,1,15/66,14.00%,IFITM3;TRIM25;TRIM5;PTX3;FBLN1;TRIM22;IFITM1;IFITM2;CD4;EXOC7;GSN;TRIM13;TRIM35;TRIM34;NECTIN2
GO:0050727,regulation of inflammatory response,-0.283410812,-1.214983225,0.095785441,0.377149443,1,61/274,10.67%,HLA-E-3;CTSC;ADM;ABCC1;TNFRSF1A;IFI35;SOCS3;LDLR;FOXF1;ADCY9;PTGES;TEK;SMAD3;ZFP36;SBNO2;ABCC1-2;DRD1;OSMR;CASP1;PLCG1;LPCAT3;SYT11;IL16;VAMP8;NLRC3;WFDC1;IL6;SPATA2;MVK;ADORA2B;BST1;CEBPB;HGF;BRD4;CD47;GBA1;PLK2;MFHAS1;CCN4;NLRX1;PPARG;EDNRB;STAT5B;HLA-E-7;HLA-E-6;HLA-E-2;SBNO2-2;CASP4;ADCY3;IL1R1;CELF1;BCL6;NAPEPLD;CCN3;USP18;GRN;TSLP;DROSHA;TRPV4;PIK3AP1;NFKBIZ
GO:0030695,GTPase regulator activity,0.286633058,1.214337497,0.053846154,0.381182395,1,103/457,17.30%,ARHGAP22;NRP1;ARHGAP11A;TBC1D2;ECT2;EIF5;RGS10;SMAP2;ARFGAP2;RGS4;ARHGAP24;NET1;FAM13A;IQGAP3-2;GPSM3-4;GPSM3;GPSM3-7;GPSM3-2;GPSM3-5;GPSM3-6;DOCK5;RGL2-2;RANBP1;ASAP2;SRGAP1;RIN1;CYTH2;PSD3;DIS3;ARHGAP18;ADAP2;ADAP2-2;GPSM2;ARHGAP19;SH3BP5L;EEF1B2-2;RASA1;RALGAPA1;EEF1B2;ITGB1BP1;DEPDC1;ARHGAP1;SH3BP1;PLEKHG4;FGD6;RASGRF2;DOCK10;RAPGEF6;TBC1D15;MYO9A;IPO5;SIPA1L3;RASA4B;TBC1D25;VAV2;OBSCN;LARS1;RANGRF;NGEF;SESN2;SESN2-2;TBC1D1;ARFGAP3;RASGRP3;TBC1D8;PLCB1;MON1A;SOS2;DENND4C;PDE6D;RACGAP1;ARHGEF5-2;BNIP2;SEC23A;TBCD;PSD2;ARFGEF3;ARHGEF28;LLGL1;EEF1D-2;DOCK1;RAB3GAP1;PSD;GDI2;RAP1GDS1;ARHGAP27-3;RIMS1;DOCK4;RGS3;IPO7;ARHGAP32;DOCK2;ARHGAP45;FAM13B;RABGEF1;DOCK7;ACAP2;RASA4;CCDC88A;DENND6A;ARFGEF1;GIT1;STARD8
GO:0060589,nucleoside-triphosphatase regulator activity,0.286633058,1.214337497,0.053846154,0.381182395,1,103/457,17.30%,ARHGAP22;NRP1;ARHGAP11A;TBC1D2;ECT2;EIF5;RGS10;SMAP2;ARFGAP2;RGS4;ARHGAP24;NET1;FAM13A;IQGAP3-2;GPSM3-4;GPSM3;GPSM3-7;GPSM3-2;GPSM3-5;GPSM3-6;DOCK5;RGL2-2;RANBP1;ASAP2;SRGAP1;RIN1;CYTH2;PSD3;DIS3;ARHGAP18;ADAP2;ADAP2-2;GPSM2;ARHGAP19;SH3BP5L;EEF1B2-2;RASA1;RALGAPA1;EEF1B2;ITGB1BP1;DEPDC1;ARHGAP1;SH3BP1;PLEKHG4;FGD6;RASGRF2;DOCK10;RAPGEF6;TBC1D15;MYO9A;IPO5;SIPA1L3;RASA4B;TBC1D25;VAV2;OBSCN;LARS1;RANGRF;NGEF;SESN2;SESN2-2;TBC1D1;ARFGAP3;RASGRP3;TBC1D8;PLCB1;MON1A;SOS2;DENND4C;PDE6D;RACGAP1;ARHGEF5-2;BNIP2;SEC23A;TBCD;PSD2;ARFGEF3;ARHGEF28;LLGL1;EEF1D-2;DOCK1;RAB3GAP1;PSD;GDI2;RAP1GDS1;ARHGAP27-3;RIMS1;DOCK4;RGS3;IPO7;ARHGAP32;DOCK2;ARHGAP45;FAM13B;RABGEF1;DOCK7;ACAP2;RASA4;CCDC88A;DENND6A;ARFGEF1;GIT1;STARD8
GO:0055092,sterol homeostasis,0.360590009,1.214209827,0.167207792,0.381206086,1,15/66,6.32%,ABCA1;DGAT2;MALL;SLC37A4-2;SLC37A4;FABP4;APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;NR1D1;HDAC9
GO:0060323,head morphogenesis,-0.414610686,-1.214110087,0.195876289,0.378184465,1,6月28日,8.30%,CRISPLD2;SCHIP1;ARID5B;PLEKHA1;SSBP3;SKI
GO:0016579,protein deubiquitination,0.306624021,1.213973915,0.09762901,0.381435703,1,57/224,18.47%,PSMD2;NFKBIA;CLSPN;CDC25A;USP13;BIRC2;PSMD13;RNF128;USP3;PSMD9;UCHL5;TFPT;PSMD12;TAF9B;EIF3F;ATXN3;PSMA1;USP42;CCNA2;TNIP1;OTUB2-2;OTUB2;OTUD6B;APC;USP47;CCP110;CDC20;RHOT1;VCPIP1;USP10;CDK1;PSMD14;BARD1;STAM2;SHMT2;PSMB7;USP21;USP16-2;USP16;MYSM1;PSMB3;MDM2;MCRS1;PSMA6;PSMB3-2;PSME4;INO80D;USP22;RIGI;ACTL6A;OTUD3;USP1;PSMB1;INO80E;YOD1;ASXL2;PSMB6
GO:0106019,"phosphatidylinositol-4,5-bisphosphate phosphatase activity",0.490689703,1.213745519,0.235,0.381662737,1,5月15日,17.99%,PIP4P2;SYNJ2;PIP4P1-2;PIP4P1;INPP4B
GO:0035091,phosphatidylinositol binding,0.306943399,1.21356609,0.085227273,0.381805257,1,36/219,10.07%,PITPNC1;MYO10;SNX30;IQGAP1;SVIL;PLEKHN1;SNX16;PLEK2;PLEKHA3;PASK;SNX8;ADAP2;ADAP2-2;PHLDA1;PLCD1;SDCBP;SYT1;SH3YL1;PLA2G4A;WDR45;PLEKHB2;WDR45-2;OSBPL8;WIPI1;PICALM;ATG2B;PXK;OBSCN;TPCN1;APPL1;SH3PXD2B;SYT7;FZD7;PLCB1;LANCL2;SNX2
GO:0090218,positive regulation of lipid kinase activity,-0.429671315,-1.213314321,0.213114754,0.37916007,1,4月20日,6.58%,PDGFRB;IRS1;TEK;PRKD1
GO:0044088,regulation of vacuole organization,0.365030166,1.213106524,0.168693009,0.382535095,1,21/61,15.49%,ULK1;NUPR1;ENO4;RNF5;RNF5-4;RNF5-6;RNF5-2;RNF5-7;RNF5-5;EHMT2-6;PHF23;SCFD1;IFT88;RALB;TREX1;IFT20;PIKFYVE;TMEM106B;LAPTM4B;RAB3GAP1;FEZ1
GO:0010827,regulation of glucose transmembrane transport,-0.359706197,-1.213057023,0.17027027,0.379247065,1,9/53,6.47%,SLC2A1;OPN3;PEA15;IRS1;IRS2;NFE2L2;PRKAG2;CLIP3;MAPK14
GO:0051259,protein complex oligomerization,0.308618023,1.212976824,0.111111111,0.382567015,1,60/196,23.09%,STING1-2;CLDN1;ECT2;LRRC8C;KCTD8;KCNG1;ACACA-2;EHD4;NUDT21;TGM2;DNM1L;CBR4;KCTD12;SYT1;SUB1;HOMER1;RBMX;DDIT3;OXA1L;LRRC8A;ATL2;PNPT1;RRM1;ALDH1A3;TRPM7;BBC3;SHMT2;FARSB;NLRC4;LOC112694756;USP16-2;USP16;SIGMAR1;JMJD6;KCNRG;TRMT61B;CPSF6;ATL1;KCNF1;ROM1;TIFA;KCNC1;CUTC;ALDH9A1;PRPH2;IKZF4;MIF-2;MIF;BLM;KCTD5;MPP2;ELAVL1;KCTD1;YME1L1;KCTD15;KCNA3;KCNS3;UGDH;POLQ;OPA1
GO:1904029,regulation of cyclin-dependent protein kinase activity,0.351859826,1.212939802,0.170278638,0.382412459,1,20/77,11.12%,CDC25A;PLK1;NR2F2;HSP90AB1;CCNB2;CDKN2D;CCND1;GTPBP4;CCNB1;SERTAD1;CCNA2;CDK5RAP3;APC;IPO5;CCNG1;EGFR;MNAT1;ADAM17;PKMYT1;CCNF
GO:0032413,negative regulation of ion transmembrane transporter activity,-0.374273315,-1.212826345,0.204610951,0.379258951,1,12/44,12.76%,KCNE4;GSTM2;TCAF2;THADA;NEDD4L;SRI;KCNE5;HECW1;GNB5;KCNE3;FKBP1B;NHERF1
GO:0070613,regulation of protein processing,0.385092217,1.212731296,0.173501577,0.382602157,1,13/49,14.41%,MMP14;SERPINE1;ADAM8;MECOM;CHAC1;BCL2L12;RUNX1;TIMM17A;PRKACB;NLRC4;RHBDD1;MDM2;PRKACA
GO:0010596,negative regulation of endothelial cell migration,0.407920319,1.2125003,0.19138756,0.382888145,1,10/35,11.70%,STC1;MEF2C;NR2F2;ATP2B4;DLL4;ITGB1BP1;SP100;MAP2K5;KLF4;JUP
GO:0030225,macrophage differentiation,-0.401309021,-1.212479452,0.186397985,0.37948728,1,10月29日,13.94%,CSF1;CASP8;ZBTB46;GBA1;CD4;LIF;TRIB1;PRKCA;IL15;ROR2
GO:0006654,phosphatidic acid biosynthetic process,-0.37213167,-1.212466754,0.1875,0.37916991,1,6/40,5.39%,AGPAT3;LIPH;ABHD4;PNPLA3;ABHD8;LPIN1
GO:0006740,NADPH regeneration,-0.447768612,-1.21243441,0.219895288,0.37888689,1,4月18日,6.91%,PGD;G6PD;TKT;TALDO1
GO:0050764,regulation of phagocytosis,-0.351223337,-1.21242644,0.150442478,0.378565482,1,9/59,7.16%,CCL2;RAPGEF1;CNN2;PTX3;SYT11;CD47;TUB;IL15RA;GAS6
GO:1905207,regulation of cardiocyte differentiation,-0.45902421,-1.212311828,0.207894737,0.378375492,1,7月19日,9.08%,PRICKLE1;TGFB2;EFNB2;BMP2;DLL1;DLL1-2;SOX6
GO:0010758,regulation of macrophage chemotaxis,-0.418725284,-1.212061808,0.229591837,0.378460596,1,5月23日,12.30%,CSF1;TRPV4;MMP28;RARRES2;MTUS1
GO:0042632,cholesterol homeostasis,0.36125422,1.21206099,0.172920065,0.383541945,1,15/65,6.32%,ABCA1;DGAT2;MALL;SLC37A4-2;SLC37A4;FABP4;APOM-5;APOM;APOM-7;APOM-2;APOM-4;APOM-6;APOM-3;NR1D1;HDAC9
GO:0001666,response to hypoxia,-0.281273282,-1.211909284,0.107692308,0.378379205,1,35/270,5.07%,EPAS1;HMOX1;SLC2A1;ADM;RGCC;ICAM1;MGARP;NDRG1;TGFB2;DNMT3A;AJUBA;TEK;CREBBP;NFE2L2;ARNT2;SRF;ACTN4-2;VEGFA;CASP1;PSMB8-3;PSMB8-5;PSMB8-8;PSMB8-2;PSMB8-6;PSMB8;PSMB8-7;ITPR1;CYTB;WTIP;TRPC6;MTHFR;SOD3;EGR1;ACVRL1;MTOR
GO:0000413,protein peptidyl-prolyl isomerization,0.463615278,1.211660169,0.224390244,0.384115061,1,9月20日,22.51%,PPIL3;PPIL1;PPIH;RANBP2;FKBP5;PIN1;FKBP1C;FKBP4;PPIB
GO:0007007,inner mitochondrial membrane organization,0.37781315,1.211383957,0.167456556,0.384456569,1,16/55,25.44%,MTX1;TIMM13;TIMM8A;TIMM10;APOO;IMMT;MTX3;ATP5PD;ATP5F1D;TOMM70;DMAC2L;OPA1;ATP5PB;GHITM;ATP5PO;TIMM9
GO:0042398,cellular modified amino acid biosynthetic process,-0.376969935,-1.211272738,0.189189189,0.37904434,1,3/44,2.20%,PTDSS1;GCLM;NFE2L2
GO:0071548,response to dexamethasone,0.419088746,1.211173795,0.207278481,0.384638123,1,9/32,8.39%,CLDN1;PCK2;DDIT4;CBX3;EIF4E;AQP1;GDNF;NR3C1;PCK2-2
GO:0007009,plasma membrane organization,-0.320348987,-1.211168009,0.149390244,0.378889231,1,26/106,14.35%,NDRG1;TGFB2;P2RX7;SYT11;CLU;COL5A1;SYPL2;TLCD2-2;TLCD2;EHD2;UGCG;ANO4;PLEKHM2;BIN1;OSBPL2;MYH9;GSN;SH3TC2;SNX33;ANXA6;WHAMM;FOLR1;NHERF1;ATP2A2;MTSS2;A4GALT
GO:0030145,manganese ion binding,-0.353708761,-1.210953474,0.16426513,0.378910486,1,8/60,5.18%,PIM1;GALNT2;FAM20C-2;FAM20C;MGAT5;LARGE1;EXD2;MGAT1
GO:0007190,activation of adenylate cyclase activity,-0.465934593,-1.210898005,0.214659686,0.378672368,1,7月18日,15.99%,ADCY9;DRD1;ADORA2B;ADCY3;ACR-2;ACR;RAF1
GO:0051881,regulation of mitochondrial membrane potential,0.362724945,1.210701191,0.178247734,0.385356373,1,29/66,24.55%,GOT1;PANK2;CLIC1-7;CLIC1-6;CLIC1-4;CLIC1-3;CLIC1-5;CLIC1;BNIP3L;UBB;SLC25A33;KDR;PPP2R3C;PYCR1;BAK1;PARP1;BCL2L1;NNT;PRELID1;RNF122;STOX1;BNIP3;CLIC1-2;NDUFS1-2;BID;BAX;AKT2;MLLT11;MFN1
GO:0050817,coagulation,0.312514172,1.210562309,0.11852861,0.385401139,1,29/202,8.46%,PLAU;FN1;SERPINE1;PLAUR;ITGA2;LMAN1;PABPC4;UBASH3B;AXL;ITPK1;ITPK1-2;PLAT;SERPINB2;C1QBP;PLA2G4A;AP3B1;THBD;LNPK;GATA2;HPS5;VAV2;F2RL1;F8;GNA15;TFPI;SH2B3;VKORC1;RAD51B;GNAI3
GO:0030672,synaptic vesicle membrane,0.344186762,1.210560793,0.140783745,0.384922763,1,30/92,19.32%,DNM1L;SYT1;SLC30A3;SYPL1;SYT7;TPRG1L;ATP6V1G2-4;ATP6V1G2-3;ATP6V1G2-5;ATP6V1G2-6;ATP6V1G2-7;ATP6V1G2;SLC9B2;ATP6V1B1;BCL2L1;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;SLC6A9;STX1A;UNC13B;SLC17A5;RAB5A;SYNGR2;SCAMP1
GO:0099501,exocytic vesicle membrane,0.344186762,1.210560793,0.140783745,0.384922763,1,30/92,19.32%,DNM1L;SYT1;SLC30A3;SYPL1;SYT7;TPRG1L;ATP6V1G2-4;ATP6V1G2-3;ATP6V1G2-5;ATP6V1G2-6;ATP6V1G2-7;ATP6V1G2;SLC9B2;ATP6V1B1;BCL2L1;PRRT1-8;PRRT1-6;PRRT1-5;PRRT1;PRRT1-7;PRRT1-2;PRRT1-4;PRRT1-3;SLC6A9;STX1A;UNC13B;SLC17A5;RAB5A;SYNGR2;SCAMP1
GO:2000249,regulation of actin cytoskeleton reorganization,0.414058365,1.210425109,0.217115689,0.384951814,1,19/36,34.60%,NRP1;ABL2;ABI3;HAX1;BAIAP2;TJP1;HCLS1;HRAS;HRAS-2;PHPT1;SEMA3E;NOTCH2;CD2AP;MDK;F11R;BRI3;TJP1-2;ARHGDIA;BCAS3
GO:0006937,regulation of muscle contraction,-0.323458205,-1.210390527,0.155172414,0.379136801,1,28/101,14.40%,CCN2;CTTN-2;CTTN;GSTM2;TPM1;P2RX4;SRF;MYL3;ADRA1B;SRI;KCNJ2;BIN1;OXTR;TACR1;EHD3;TMEM38A;RGS2;FGF13;ANXA6;CACNA1C;MYL5;FKBP1B;ATP1A1;SPX;GRK2;PPP1R12B;ATP2A2;PTAFR
GO:0001701,in utero embryonic development,-0.282460107,-1.210342957,0.104417671,0.378885702,1,34/329,5.18%,CCN1;EPAS1;HEG1;SLC39A1;ADM;GLI2;SOCS3;NXN;FOXF1;ADCY9;CITED2;CUL4A;C2CD3;TENT5C;SMAD3;PTCH1;PELO;ARNT2;CDKN1C;SRF;PALB2;HSD17B2;PLCG1;C6;WNT2;SPINT2;TTLL4;RDH10;CEBPB;TFEB;TEAD4;ACVRL1;SLC35E2B;MGAT1
GO:0062125,regulation of mitochondrial gene expression,0.418469611,1.210324142,0.213414634,0.384917258,1,10月30日,21.38%,LRPPRC;C1QBP;FASTKD2;SHMT2;MPV17L2;METTL4;NGRN;TRUB2;TRMT10C;ALKBH1
GO:0071277,cellular response to calcium ion,0.362817155,1.210227779,0.170876672,0.384873668,1,22/64,23.22%,ECT2;IQGAP1;HSPA5;MEF2C;ASPH;SYT1;CACYBP;RASA4B;CPNE3;SYT7;CPNE7;RASA4;CLIC4;PPIF;SYT3;BRAF;CPNE2;SYT15B-2;FOS;SLC25A24-2;SLC25A24;MEF2A
GO:0009068,aspartate family amino acid catabolic process,0.48573843,1.209884029,0.230366492,0.385396457,1,7月16日,26.02%,GOT1;DLST;SLC25A21;GCAT;AADAT;ASRGL1;DLD
GO:0009066,aspartate family amino acid metabolic process,0.383063624,1.209873708,0.199066874,0.385175864,1,22/49,26.95%,GOT1;ASNS;MTAP;SMS;MTR;PHGDH;MSRA-2;DLST;ENOPH1;FAAH2;SLC25A21;MTHFD1;SLC25A12;ATF4;GCAT;SLC25A13;AADAT;ASRGL1;NIT2;ADSS2;DLD;AASDHPPT
GO:0061912,selective autophagy,0.349203029,1.209785189,0.182352941,0.385122004,1,28/81,21.07%,STING1-2;SPTLC2;ATG13;AUP1;SLC25A5;ARL13B;PCNT;PHB2;ATG2B;SESN2;SESN2-2;UFM1;IFT88;ATOSA;VDAC1;HTT;CDC37;RIPK2;ATG14;DYNC1LI2;HTRA2;ATG2A;UBQLN1;DYNC1I1;LGALS8;UBE2V1;UBA5;NBR1
GO:0006073,cellular glucan metabolic process,0.362582075,1.209764086,0.171383648,0.38444769,1,18/68,10.93%,ENPP1;NHLRC1;PPP1R2;PHKA1;PASK;SLC37A4-2;SLC37A4;ACADM;IL6ST;NR1D1;PYGB;PTGES3;DYRK2;SELENOS;PPP1CA;PHKB;GSK3A;UGP2
GO:0005977,glycogen metabolic process,0.362582075,1.209764086,0.171383648,0.38444769,1,18/68,10.93%,ENPP1;NHLRC1;PPP1R2;PHKA1;PASK;SLC37A4-2;SLC37A4;ACADM;IL6ST;NR1D1;PYGB;PTGES3;DYRK2;SELENOS;PPP1CA;PHKB;GSK3A;UGP2
GO:0044042,glucan metabolic process,0.362582075,1.209764086,0.171383648,0.38444769,1,18/68,10.93%,ENPP1;NHLRC1;PPP1R2;PHKA1;PASK;SLC37A4-2;SLC37A4;ACADM;IL6ST;NR1D1;PYGB;PTGES3;DYRK2;SELENOS;PPP1CA;PHKB;GSK3A;UGP2
GO:0006007,glucose catabolic process,-0.412659687,-1.20956338,0.223918575,0.379791408,1,6月26日,6.99%,HK1;LRP5;SLC25A12-2;FOXK1;PFKFB2;ALDOC
GO:0048025,"negative regulation of mRNA splicing, via spliceosome",0.476465434,1.209531806,0.209570957,0.384689794,1,10月18日,28.62%,RNPS1;RBMX;C1QBP;PTBP1;HNRNPK;HNRNPA2B1;SRSF10;SRSF6;PCBP4;DYRK1A
GO:0048592,eye morphogenesis,-0.311801793,-1.209482244,0.132258065,0.379607067,1,24/119,10.15%,FBN2;COL8A2;SHROOM2;JAG1;OBSL1;EFEMP1;COL5A2;CITED2;ZHX2;FOXF2;LRP5;COL5A1;COL8A1;PTPRM;RDH13-3;NF1;SKI;DLL1;DLL1-2;MFAP2-2;MFAP2;VAX2;TDRD7;THY1
GO:0099622,cardiac muscle cell membrane repolarization,-0.444981954,-1.209457045,0.238461538,0.379321784,1,8月20日,12.60%,KCNE4;SCN4B;KCNH2;FLNA;KCNJ2;KCNE5;WDR1;ATP1A1
